AmountOfGivenCredit,Gender,Education,MaritalStatus,Age,RepaymentStatus,AmountOfBillStatement,AmountOfPreviousPayment,Outcome
20000,Male,University,Single,24,-1,390,780,1
390000,Male,Graduate School,Single,35,-1,30356,33074,0
70000,Male,University,Single,41,0,69866,10000,0
300000,Male,High School,Single,43,0,158741,5823,0
140000,Female,High School,Married,50,0,139153,6006,0
200000,Female,Graduate School,Married,37,-1,97821,4220,0
80000,Female,High School,Single,28,-1,2147,612,0
80000,Female,High School,Married,45,0,80250,0,0
170000,Female,Graduate School,Married,36,-1,1218,2434,0
50000,Female,Graduate School,Single,29,0,50187,3000,0
100000,Male,University,Single,27,0,82609,3106,0
30000,Female,University,Single,22,0,1924,7096,0
30000,Female,Others,Married,49,0,26305,1500,0
320000,Female,University,Married,36,-2,73024,2904,0
70000,Female,University,Single,25,0,41511,4000,1
50000,Female,University,Married,24,0,49387,2000,0
130000,Male,High School,Married,48,0,68629,2187,0
50000,Female,University,Single,27,1,8951,200,1
50000,Male,University,Married,33,0,16149,1223,0
50000,Male,University,Single,30,0,2496,2254,0
160000,Male,High School,Married,30,1,102867,31,0
450000,Male,University,Married,46,-1,130,1926,0
380000,Female,Graduate School,Married,33,0,112926,4677,0
30000,Female,Graduate School,Single,29,1,12517,1006,1
50000,Male,University,Single,24,0,47530,1537,0
220000,Male,University,Single,30,-1,776,1552,1
50000,Female,University,Married,32,-1,390,390,1
90000,Female,Graduate School,Single,27,1,0,0,0
80000,Male,University,Married,26,0,67692,2763,0
390000,Male,Graduate School,Married,44,-1,4197,4711,0
140000,Male,University,Single,43,0,128947,4039,0
360000,Female,University,Married,32,0,101403,2389,0
50000,Male,High School,Single,26,2,50951,2500,1
260000,Male,Graduate School,Married,37,0,244736,10000,1
180000,Female,High School,Married,43,-1,1207,60267,1
360000,Male,Graduate School,Single,26,1,-1917,0,0
230000,Female,Graduate School,Single,35,-1,2630,0,1
130000,Male,Graduate School,Single,25,-1,13350,6141,0
20000,Female,High School,Married,42,0,17775,1500,0
200000,Female,High School,Married,41,-2,-140,0,0
220000,Female,University,Married,35,0,100252,3500,0
20000,Male,Graduate School,Single,25,0,8226,1349,0
20000,Male,University,Single,24,0,17697,1634,0
240000,Female,High School,Single,40,0,227819,8200,1
480000,Female,Graduate School,Married,50,-1,14638,11956,0
50000,Female,University,Married,29,0,26052,2000,0
100000,Male,University,Married,40,0,37596,1000,0
120000,Female,Graduate School,Single,34,0,105356,3931,1
230000,Female,Graduate School,Married,27,0,104001,4000,0
20000,Male,University,Married,32,0,16849,1434,0
50000,Male,University,Single,27,0,25140,1252,0
130000,Female,Graduate School,Married,32,2,114227,5000,0
150000,Female,Graduate School,Married,38,-2,1736,0,0
60000,Female,Graduate School,Single,30,1,41259,400,0
260000,Male,University,Single,44,0,36048,1688,0
500000,Male,University,Married,40,0,30415,2006,0
270000,Female,University,Married,34,0,74813,3000,0
410000,Female,Graduate School,Single,34,1,0,13621,1
60000,Female,University,Single,29,2,2469,59068,0
200000,Female,Graduate School,Married,31,-1,261,6229,0
50000,Male,High School,Others,45,-1,780,0,0
500000,Female,Graduate School,Single,35,-2,-73,0,1
150000,Female,Graduate School,Married,35,-2,329,0,0
170000,Male,High School,Married,44,1,0,0,0
50000,Female,University,Single,25,0,51461,2000,0
130000,Male,University,Married,42,-1,1048,1048,0
120000,Male,High School,Married,30,2,122246,6000,0
70000,Male,Graduate School,Single,28,0,9214,1500,0
320000,Female,University,Married,44,-1,3493,12498,0
110000,Female,University,Married,37,0,79646,50000,0
420000,Female,Graduate School,Single,30,0,34567,10000,0
240000,Female,University,Married,49,-1,18045,17409,0
380000,Male,Graduate School,Single,33,0,70591,10000,0
20000,Female,University,Single,22,0,17356,1274,0
50000,Female,Graduate School,Single,42,0,35539,3600,1
20000,Male,High School,Single,23,-1,780,0,0
20000,Female,University,Single,31,0,16659,1600,0
240000,Female,Graduate School,Single,28,0,237633,7065,0
340000,Female,University,Married,57,1,-8,0,1
90000,Female,University,Single,23,2,18168,0,1
50000,Female,University,Married,56,0,31276,1556,0
210000,Female,University,Married,33,0,137009,20000,0
60000,Female,University,Single,25,0,44331,5000,0
50000,Male,University,Married,53,0,12291,3300,0
50000,Female,Graduate School,Single,26,1,0,1950,0
90000,Female,University,Single,26,0,21854,1536,0
250000,Male,Graduate School,Married,31,-2,3759,8873,0
290000,Male,High School,Married,47,2,255412,5130,1
240000,Male,University,Single,35,-1,8602,18718,0
360000,Male,Graduate School,Single,29,-1,1360,8035,0
340000,Male,Graduate School,Single,36,0,11951,5000,0
290000,Female,Graduate School,Single,48,0,74864,1411,0
50000,Female,University,Single,25,2,48690,1692,0
310000,Female,University,Married,41,-1,530,7233,0
10000,Male,University,Single,22,0,9358,1216,0
260000,Female,Graduate School,Single,31,0,181679,8900,0
180000,Female,High School,Single,26,0,71702,2950,1
20000,Male,High School,Single,26,-1,96,1560,0
360000,Female,Graduate School,Single,28,-2,2400,2500,0
80000,Female,Graduate School,Married,30,0,65622,3300,0
450000,Female,University,Married,44,0,10716,8000,0
30000,Female,University,Single,22,0,30190,1532,1
500000,Male,Graduate School,Married,39,0,26501,1261,0
210000,Female,Graduate School,Married,34,0,146756,5500,0
300000,Male,High School,Single,64,-1,1068,1168,0
100000,Male,Others,Married,52,0,90939,3467,1
240000,Male,Graduate School,Married,47,1,138103,500,1
50000,Female,University,Single,56,0,30121,2295,0
20000,Male,University,Single,22,3,17710,0,1
110000,Female,University,Single,23,0,1877,1000,1
200000,Male,Graduate School,Others,43,-1,9873,0,0
220000,Male,High School,Single,33,1,-117,1000,0
50000,Female,University,Single,43,0,9784,2303,1
60000,Male,University,Single,26,0,40171,1491,0
20000,Female,Graduate School,Single,23,2,9736,3500,1
170000,Male,University,Single,39,-1,2429,8077,1
30000,Female,Graduate School,Single,29,2,2030,1533,0
160000,Female,Graduate School,Married,29,-1,1778,0,1
200000,Male,Graduate School,Married,35,0,199891,8500,1
120000,Male,High School,Single,25,0,81129,7504,0
230000,Female,Graduate School,Married,38,0,12907,316,0
20000,Female,High School,Married,42,-1,10665,637,0
10000,Male,High School,Single,46,2,1050,0,1
100000,Female,High School,Single,24,1,0,0,0
130000,Female,University,Single,24,1,0,0,0
50000,Male,University,Single,47,0,91481,3956,0
140000,Female,High School,Single,31,0,92636,3500,0
50000,Male,University,Single,49,0,47864,3473,0
360000,Male,Graduate School,Single,29,-2,3206,2358,0
20000,Female,University,Single,22,4,19529,0,1
110000,Female,University,Single,33,0,107028,4000,0
100000,Male,University,Single,33,5,90822,0,1
260000,Female,Graduate School,Married,39,0,256557,6726,0
50000,Female,Graduate School,Single,23,0,46750,1505,0
360000,Female,University,Married,39,1,0,0,1
30000,Female,University,Married,27,2,27896,0,1
50000,Male,University,Single,23,0,49798,2193,0
270000,Female,University,Single,31,-2,0,0,0
250000,Female,Graduate School,Married,44,-2,4976,5417,0
250000,Male,Graduate School,Single,48,-2,5241,2754,0
120000,Female,University,Married,24,1,0,0,0
250000,Female,High School,Single,36,-1,44242,25000,0
260000,Female,University,Single,29,-1,1267,553,0
240000,Male,University,Married,39,2,234661,10200,0
60000,Female,University,Single,27,0,18224,2000,0
250000,Female,Graduate School,Married,40,-1,326,326,1
100000,Female,University,Single,26,0,98542,3326,0
150000,Female,Graduate School,Single,35,1,0,1070,0
170000,Female,Graduate School,Married,45,0,165243,7067,0
710000,Female,Graduate School,Single,32,0,28585,3561,0
20000,Male,University,Married,50,0,6620,1200,0
360000,Female,University,Single,36,0,83412,3700,0
150000,Female,High School,Married,60,1,0,0,1
150000,Female,High School,Married,49,-1,3114,23979,0
50000,Male,High School,Single,58,0,7556,1140,0
140000,Female,High School,Married,38,2,122283,0,0
250000,Male,Graduate School,Married,42,1,-8,0,0
20000,Male,University,Single,36,0,11423,2749,0
360000,Female,University,Married,42,-2,2333,6295,0
160000,Female,University,Married,34,-1,2734,0,1
180000,Female,University,Married,30,0,27225,1765,0
50000,Male,University,Single,23,0,28569,1400,0
50000,Male,University,Single,45,0,19834,1340,0
220000,Female,Graduate School,Married,60,2,19024,2000,1
150000,Male,University,Married,39,0,76415,4150,1
160000,Male,University,Married,40,-1,1672,2941,0
160000,Female,High School,Single,30,-1,1055,2579,0
200000,Female,University,Married,29,0,73700,3304,0
190000,Male,Graduate School,Single,32,0,5484,2450,0
50000,Female,University,Married,32,0,47445,1697,1
50000,Male,University,Single,24,-1,390,390,0
140000,Female,University,Single,35,0,88394,3280,0
60000,Female,University,Single,26,0,48867,2200,0
10000,Female,High School,Married,24,0,8283,1500,0
400000,Male,Graduate School,Single,28,1,-1320,9952,0
500000,Female,Graduate School,Single,44,0,380502,10481,0
320000,Female,University,Single,24,-1,44500,51334,0
240000,Male,Graduate School,Married,50,-1,2115,0,0
110000,Female,High School,Married,44,0,128341,4861,0
240000,Male,Graduate School,Single,29,1,0,0,1
50000,Female,High School,Single,31,2,26411,3231,1
100000,Female,High School,Single,46,2,216,964,0
50000,Male,Graduate School,Single,25,-1,25045,15522,0
50000,Male,High School,Single,24,-1,25437,2000,1
50000,Male,University,Married,43,-2,1040,4254,1
150000,Female,University,Single,30,0,63150,6000,0
200000,Female,University,Married,37,-2,4157,606,0
80000,Female,University,Single,28,0,47234,3000,0
360000,Male,Graduate School,Married,35,-1,11936,21983,0
120000,Male,University,Single,49,0,38878,2000,0
230000,Male,Graduate School,Single,28,0,70966,5606,0
60000,Female,University,Married,34,0,54316,2770,1
90000,Male,University,Married,37,1,9549,0,0
50000,Male,University,Single,29,3,49747,2500,1
240000,Male,University,Married,31,-1,1051,475,0
230000,Female,University,Married,42,-1,6946,500,0
80000,Female,Graduate School,Single,23,0,23998,3150,0
400000,Female,Graduate School,Single,28,-1,3299,6978,0
120000,Male,Graduate School,Married,45,0,117775,5700,0
250000,Male,Graduate School,Married,39,1,0,93,0
30000,Female,Graduate School,Single,24,1,29846,0,0
150000,Female,Graduate School,Married,54,0,152059,7100,0
310000,Male,High School,Single,37,2,207995,8000,0
150000,Male,University,Single,34,0,135587,4000,0
80000,Female,Graduate School,Single,29,0,11040,1500,0
200000,Female,Graduate School,Married,37,1,0,0,1
50000,Male,University,Single,24,0,35166,1300,0
190000,Male,University,Married,23,0,223483,11837,1
50000,Male,University,Single,33,2,30773,4000,0
100000,Male,University,Single,31,1,24377,1400,1
150000,Male,Graduate School,Married,33,0,144761,6005,0
80000,Male,University,Single,43,0,19260,1270,0
200000,Male,University,Married,30,1,736,736,0
120000,Female,High School,Single,46,0,116697,4200,0
60000,Female,University,Married,49,2,61093,1739,1
450000,Female,Others,Married,51,-1,144396,6396,0
120000,Male,Graduate School,Single,32,-1,890,390,1
130000,Male,University,Married,43,-2,0,0,0
240000,Female,Graduate School,Single,36,-1,5367,6959,1
90000,Female,University,Single,26,0,11181,3194,0
210000,Male,University,Single,25,2,7474,1500,1
90000,Female,University,Single,23,-1,803,16983,0
420000,Female,Graduate School,Married,40,-2,1794,7786,0
290000,Male,Graduate School,Married,63,0,183800,6820,1
390000,Male,Graduate School,Single,29,0,43062,5100,0
230000,Male,Graduate School,Single,32,-2,489,0,0
90000,Female,University,Married,29,0,13770,1522,0
280000,Female,University,Married,45,1,0,0,0
280000,Female,Graduate School,Single,28,-2,21670,15846,0
30000,Female,High School,Married,25,-2,0,20657,0
20000,Male,University,Married,38,-1,18596,1342,0
180000,Female,Graduate School,Married,43,-1,36484,24049,0
70000,Female,High School,Single,26,0,7139,1500,1
230000,Female,University,Married,34,-1,2007,3229,0
50000,Male,University,Single,36,0,17003,3000,0
250000,Male,University,Married,47,-1,10735,19269,0
140000,Male,Graduate School,Married,47,0,109259,5400,0
140000,Female,University,Married,41,0,43616,2100,0
130000,Female,Graduate School,Single,25,-1,1088,1521,0
120000,Female,University,Married,40,-2,73900,0,0
60000,Female,University,Single,43,1,44193,0,1
80000,Female,High School,Single,32,0,77385,2900,0
240000,Female,Graduate School,Married,41,-1,4420,16920,0
50000,Male,High School,Married,32,0,46727,2000,1
270000,Female,Graduate School,Single,33,-2,12091,0,0
170000,Female,Graduate School,Married,52,-1,2939,3000,0
50000,Male,University,Married,51,0,42462,1928,1
230000,Female,Others,Married,29,0,123436,7000,0
390000,Female,Graduate School,Single,26,-2,5044,1248,0
200000,Female,University,Married,39,0,151955,9201,1
500000,Female,University,Married,27,0,174725,6630,0
30000,Female,Graduate School,Single,25,3,14190,0,1
450000,Female,Graduate School,Single,33,-1,30627,4008,0
50000,Male,University,Single,25,0,11014,1402,0
50000,Female,Graduate School,Single,26,0,48150,1797,0
220000,Male,Graduate School,Single,48,0,115294,6000,0
30000,Female,University,Single,33,0,29965,2000,0
50000,Female,High School,Married,42,3,34542,1000,0
50000,Male,University,Married,31,0,48469,2138,0
30000,Female,University,Single,24,2,28510,2000,1
200000,Female,Graduate School,Single,42,-1,660,1320,1
50000,Female,University,Married,46,1,43244,0,1
80000,Female,University,Single,26,0,47788,4000,0
20000,Male,High School,Married,26,3,10135,2100,1
70000,Female,University,Married,44,0,68687,2545,0
130000,Male,High School,Married,44,0,15722,0,0
200000,Male,High School,Married,34,0,192910,10000,0
320000,Female,Graduate School,Married,34,-2,11317,2617,0
170000,Female,Graduate School,Single,27,0,61785,3848,0
280000,Female,Graduate School,Single,30,-1,8527,13244,0
10000,Female,University,Single,34,0,8014,1300,0
200000,Male,Graduate School,Married,35,1,204441,0,0
70000,Male,University,Single,27,0,63298,4100,0
230000,Female,Graduate School,Single,45,0,204625,15006,0
150000,Female,Graduate School,Single,40,-1,800,2400,0
320000,Female,Graduate School,Married,29,0,95322,5000,0
50000,Male,Graduate School,Single,25,4,35906,2000,0
200000,Female,University,Married,44,1,2667,0,1
200000,Male,University,Married,39,-1,326,326,1
160000,Female,University,Single,29,-1,2248,0,0
380000,Male,Graduate School,Single,42,0,1837,3000,0
50000,Male,University,Married,51,0,11583,5000,1
500000,Female,University,Married,51,-2,8864,1462,0
150000,Male,High School,Married,34,0,38808,2000,0
90000,Male,University,Single,33,0,56291,3000,1
60000,Male,University,Others,46,0,24677,3000,1
140000,Male,Graduate School,Single,27,-1,13497,15688,0
220000,Female,Graduate School,Single,40,-1,13654,12312,0
450000,Male,High School,Single,41,0,262138,10027,0
200000,Male,University,Married,48,0,205150,0,0
140000,Female,Graduate School,Single,34,0,30996,3200,1
290000,Female,Graduate School,Married,46,0,6615,2000,1
260000,Male,Graduate School,Single,34,0,87281,15000,0
60000,Female,Graduate School,Single,27,0,61015,3016,0
280000,Male,Graduate School,Single,31,-1,12740,17352,0
310000,Female,High School,Married,40,0,69569,3366,0
80000,Female,High School,Married,50,0,6627,3000,0
150000,Female,Graduate School,Single,33,0,74033,237,0
80000,Male,University,Single,28,0,49302,1412,0
480000,Female,University,Married,45,-1,1223,22313,1
350000,Female,University,Married,34,1,23589,0,0
230000,Male,Graduate School,Single,30,1,0,0,0
180000,Male,High School,Single,46,0,109114,2835,0
50000,Male,University,Married,32,0,50764,2200,1
310000,Female,University,Married,43,1,266629,9500,1
10000,Male,Graduate School,Married,41,0,6859,3000,0
280000,Male,Graduate School,Single,25,0,9895,3011,0
50000,Male,University,Single,52,0,50557,2283,1
